enrollment_id,date,presence
E0007,2025-11-24,False
E0007,2025-11-26,False
E0007,2025-11-17,True
E0007,2025-11-19,False
E0007,2025-11-10,True
E0007,2025-11-12,False
E0008,2026-01-26,True
E0008,2026-01-28,True
E0008,2026-01-19,False
E0008,2026-01-21,True
E0008,2026-01-12,True
E0008,2026-01-14,True
E0008,2026-01-05,False
E0008,2026-01-07,True
E0008,2025-12-29,True
E0008,2025-12-31,True
E0008,2025-12-22,True
E0008,2025-12-24,True
E0008,2025-12-15,True
E0008,2025-12-17,True
E0008,2025-12-08,True
E0008,2025-12-10,True
E0008,2025-12-01,True
E0008,2025-12-03,True
E0008,2025-11-24,True
E0008,2025-11-26,True
E0008,2025-11-17,True
E0008,2025-11-19,True
E0008,2025-11-10,True
E0008,2025-11-12,True
E0009,2026-01-26,True
E0009,2026-01-28,True
E0009,2026-01-19,True
E0009,2026-01-21,True
E0009,2026-01-12,True
E0009,2026-01-14,True
E0009,2026-01-05,True
E0009,2026-01-07,True
E0009,2025-12-29,True
E0009,2025-12-31,True
E0009,2025-12-22,True
E0009,2025-12-24,True
E0009,2025-12-15,True
E0009,2025-12-17,True
E0009,2025-12-08,True
E0009,2025-12-10,True
E0009,2025-12-01,True
E0009,2025-12-03,True
E0009,2025-11-24,True
E0009,2025-11-26,True
E0009,2025-11-17,True
E0009,2025-11-19,True
E0009,2025-11-10,True
E0009,2025-11-12,True
E0010,2026-01-26,False
E0010,2026-01-28,True
E0010,2026-01-19,True
E0010,2026-01-21,True
E0010,2026-01-12,True
E0010,2026-01-14,True
E0010,2026-01-05,True
E0010,2026-01-07,True
E0010,2025-12-29,True
E0010,2025-12-31,True
E0010,2025-12-22,True
E0010,2025-12-24,True
E0010,2025-12-15,True
E0010,2025-12-17,True
E0010,2025-12-08,False
E0010,2025-12-10,False
E0010,2025-12-01,True
E0010,2025-12-03,True
E0010,2025-11-24,True
E0010,2025-11-26,False
E0010,2025-11-17,True
E0010,2025-11-19,False
E0010,2025-11-10,False
E0010,2025-11-12,True
E0011,2026-01-26,True
E0011,2026-01-28,True
E0011,2026-01-19,True
E0011,2026-01-21,True
E0011,2026-01-12,True
E0011,2026-01-14,False
E0011,2026-01-05,True
E0011,2026-01-07,True
E0011,2025-12-29,True
E0011,2025-12-31,True
E0011,2025-12-22,False
E0011,2025-12-24,True
E0011,2025-12-15,True
E0011,2025-12-17,True
E0011,2025-12-08,True
E0011,2025-12-10,True
E0011,2025-12-01,True
E0011,2025-12-03,True
E0011,2025-11-24,True
E0011,2025-11-26,True
E0011,2025-11-17,True
E0011,2025-11-19,True
E0011,2025-11-10,True
E0011,2025-11-12,True
E0012,2026-01-26,True
E0012,2026-01-28,True
E0012,2026-01-19,True
E0012,2026-01-21,True
E0012,2026-01-12,True
E0012,2026-01-14,True
E0012,2026-01-05,True
E0012,2026-01-07,True
E0012,2025-12-29,True
E0012,2025-12-31,True
E0012,2025-12-22,True
E0012,2025-12-24,True
E0012,2025-12-15,True
E0012,2025-12-17,True
E0012,2025-12-08,True
E0012,2025-12-10,True
E0012,2025-12-01,True
E0012,2025-12-03,True
E0012,2025-11-24,True
E0012,2025-11-26,True
E0012,2025-11-17,True
E0012,2025-11-19,True
E0012,2025-11-10,True
E0012,2025-11-12,True
E0013,2026-01-26,True
E0013,2026-01-28,True
E0013,2026-01-19,True
E0013,2026-01-21,True
E0013,2026-01-12,False
E0013,2026-01-14,True
E0013,2026-01-05,True
E0013,2026-01-07,True
E0013,2025-12-29,True
E0013,2025-12-31,True
E0013,2025-12-22,True
E0013,2025-12-24,True
E0013,2025-12-15,False
E0013,2025-12-17,True
E0013,2025-12-08,True
E0013,2025-12-10,True
E0013,2025-12-01,True
E0013,2025-12-03,True
E0013,2025-11-24,True
E0013,2025-11-26,True
E0013,2025-11-17,True
E0013,2025-11-19,True
E0013,2025-11-10,True
E0013,2025-11-12,False
E0014,2026-01-26,False
E0014,2026-01-28,False
E0014,2026-01-19,False
E0014,2026-01-21,True
E0014,2026-01-12,False
E0014,2026-01-14,False
E0014,2026-01-05,True
E0014,2026-01-07,True
E0014,2025-12-29,True
E0014,2025-12-31,True
E0014,2025-12-22,False
E0014,2025-12-24,False
E0014,2025-12-15,False
E0014,2025-12-17,True
E0014,2025-12-08,False
E0014,2025-12-10,False
E0014,2025-12-01,True
E0014,2025-12-03,False
E0014,2025-11-24,False
E0014,2025-11-26,False
E0014,2025-11-17,False
E0014,2025-11-19,True
E0014,2025-11-10,False
E0014,2025-11-12,False
E0015,2026-01-26,True
E0015,2026-01-28,True
E0015,2026-01-19,True
E0015,2026-01-21,True
E0015,2026-01-12,True
E0015,2026-01-14,True
E0015,2026-01-05,True
E0015,2026-01-07,False
E0015,2025-12-29,True
E0015,2025-12-31,True
E0015,2025-12-22,True
E0015,2025-12-24,True
E0015,2025-12-15,True
E0015,2025-12-17,False
E0015,2025-12-08,True
E0015,2025-12-10,False
E0015,2025-12-01,True
E0015,2025-12-03,True
E0015,2025-11-24,True
E0015,2025-11-26,True
E0015,2025-11-17,True
E0015,2025-11-19,True
E0015,2025-11-10,True
E0015,2025-11-12,True
E0016,2026-01-26,True
E0016,2026-01-28,True
E0016,2026-01-19,True
E0016,2026-01-21,True
E0016,2026-01-12,True
E0016,2026-01-14,True
E0016,2026-01-05,True
E0016,2026-01-07,True
E0016,2025-12-29,True
E0016,2025-12-31,True
E0016,2025-12-22,True
E0016,2025-12-24,True
E0016,2025-12-15,True
E0016,2025-12-17,True
E0016,2025-12-08,False
E0016,2025-12-10,True
E0016,2025-12-01,True
E0016,2025-12-03,True
E0016,2025-11-24,True
E0016,2025-11-26,False
E0016,2025-11-17,True
E0016,2025-11-19,True
E0016,2025-11-10,True
E0016,2025-11-12,True
E0017,2026-01-26,True
E0017,2026-01-28,True
E0017,2026-01-19,True
E0017,2026-01-21,True
E0017,2026-01-12,True
E0017,2026-01-14,True
E0017,2026-01-05,True
E0017,2026-01-07,True
E0017,2025-12-29,True
E0017,2025-12-31,True
E0017,2025-12-22,False
E0017,2025-12-24,False
E0017,2025-12-15,True
E0017,2025-12-17,True
E0017,2025-12-08,True
E0017,2025-12-10,True
E0017,2025-12-01,True
E0017,2025-12-03,True
E0017,2025-11-24,True
E0017,2025-11-26,True
E0017,2025-11-17,True
E0017,2025-11-19,True
E0017,2025-11-10,True
E0017,2025-11-12,True
E0018,2026-01-26,True
E0018,2026-01-28,True
E0018,2026-01-19,True
E0018,2026-01-21,True
E0018,2026-01-12,True
E0018,2026-01-14,True
E0018,2026-01-05,True
E0018,2026-01-07,True
E0018,2025-12-29,True
E0018,2025-12-31,True
E0018,2025-12-22,True
E0018,2025-12-24,True
E0018,2025-12-15,True
E0018,2025-12-17,True
E0018,2025-12-08,True
E0018,2025-12-10,False
E0018,2025-12-01,True
E0018,2025-12-03,True
E0018,2025-11-24,True
E0018,2025-11-26,False
E0018,2025-11-17,False
E0018,2025-11-19,True
E0018,2025-11-10,True
E0018,2025-11-12,True
E0019,2026-01-26,False
E0019,2026-01-28,False
E0019,2026-01-19,False
E0019,2026-01-21,True
E0019,2026-01-12,False
E0019,2026-01-14,True
E0019,2026-01-05,False
E0019,2026-01-07,True
E0019,2025-12-29,True
E0019,2025-12-31,True
E0019,2025-12-22,False
E0019,2025-12-24,False
E0019,2025-12-15,False
E0019,2025-12-17,False
E0019,2025-12-08,False
E0019,2025-12-10,True
E0019,2025-12-01,False
E0019,2025-12-03,True
E0019,2025-11-24,False
E0019,2025-11-26,True
E0019,2025-11-17,False
E0019,2025-11-19,True
E0019,2025-11-10,False
E0019,2025-11-12,False
E0020,2026-01-26,True
E0020,2026-01-28,False
E0020,2026-01-19,False
E0020,2026-01-21,False
E0020,2026-01-12,False
E0020,2026-01-14,False
E0020,2026-01-05,False
E0020,2026-01-07,False
E0020,2025-12-29,False
E0020,2025-12-31,False
E0020,2025-12-22,True
E0020,2025-12-24,True
E0020,2025-12-15,False
E0020,2025-12-17,False
E0020,2025-12-08,False
E0020,2025-12-10,False
E0020,2025-12-01,True
E0020,2025-12-03,True
E0020,2025-11-24,False
E0020,2025-11-26,False
E0020,2025-11-17,False
E0020,2025-11-19,True
E0020,2025-11-10,False
E0020,2025-11-12,False
E0021,2026-01-26,False
E0021,2026-01-28,True
E0021,2026-01-19,False
E0021,2026-01-21,False
E0021,2026-01-12,True
E0021,2026-01-14,False
E0021,2026-01-05,False
E0021,2026-01-07,False
E0021,2025-12-29,False
E0021,2025-12-31,False
E0021,2025-12-22,False
E0021,2025-12-24,False
E0021,2025-12-15,False
E0021,2025-12-17,True
E0021,2025-12-08,True
E0021,2025-12-10,False
E0021,2025-12-01,False
E0021,2025-12-03,False
E0021,2025-11-24,True
E0021,2025-11-26,False
E0021,2025-11-17,False
E0021,2025-11-19,False
E0021,2025-11-10,False
E0021,2025-11-12,False
E0022,2026-01-26,True
E0022,2026-01-28,True
E0022,2026-01-19,True
E0022,2026-01-21,True
E0022,2026-01-12,True
E0022,2026-01-14,False
E0022,2026-01-05,False
E0022,2026-01-07,True
E0022,2025-12-29,True
E0022,2025-12-31,False
E0022,2025-12-22,True
E0022,2025-12-24,True
E0022,2025-12-15,True
E0022,2025-12-17,True
E0022,2025-12-08,False
E0022,2025-12-10,True
E0022,2025-12-01,True
E0022,2025-12-03,True
E0022,2025-11-24,True
E0022,2025-11-26,True
E0022,2025-11-17,True
E0022,2025-11-19,True
E0022,2025-11-10,True
E0022,2025-11-12,True
E0023,2026-01-26,True
E0023,2026-01-28,True
E0023,2026-01-19,True
E0023,2026-01-21,True
E0023,2026-01-12,True
E0023,2026-01-14,True
E0023,2026-01-05,True
E0023,2026-01-07,True
E0023,2025-12-29,True
E0023,2025-12-31,True
E0023,2025-12-22,True
E0023,2025-12-24,True
E0023,2025-12-15,True
E0023,2025-12-17,True
E0023,2025-12-08,True
E0023,2025-12-10,True
E0023,2025-12-01,True
E0023,2025-12-03,True
E0023,2025-11-24,True
E0023,2025-11-26,True
E0023,2025-11-17,True
E0023,2025-11-19,True
E0023,2025-11-10,True
E0023,2025-11-12,True
E0024,2026-01-26,True
E0024,2026-01-28,False
E0024,2026-01-19,False
E0024,2026-01-21,True
E0024,2026-01-12,False
E0024,2026-01-14,False
E0024,2026-01-05,False
E0024,2026-01-07,True
E0024,2025-12-29,False
E0024,2025-12-31,True
E0024,2025-12-22,True
E0024,2025-12-24,True
E0024,2025-12-15,True
E0024,2025-12-17,True
E0024,2025-12-08,True
E0024,2025-12-10,False
E0024,2025-12-01,True
E0024,2025-12-03,True
E0024,2025-11-24,False
E0024,2025-11-26,False
E0024,2025-11-17,False
E0024,2025-11-19,True
E0024,2025-11-10,True
E0024,2025-11-12,True
E0025,2026-01-26,True
E0025,2026-01-28,True
E0025,2026-01-19,True
E0025,2026-01-21,True
E0025,2026-01-12,True
E0025,2026-01-14,True
E0025,2026-01-05,True
E0025,2026-01-07,True
E0025,2025-12-29,True
E0025,2025-12-31,True
E0025,2025-12-22,True
E0025,2025-12-24,True
E0025,2025-12-15,True
E0025,2025-12-17,True
E0025,2025-12-08,False
E0025,2025-12-10,True
E0025,2025-12-01,True
E0025,2025-12-03,True
E0025,2025-11-24,True
E0025,2025-11-26,True
E0025,2025-11-17,True
E0025,2025-11-19,True
E0025,2025-11-10,True
E0025,2025-11-12,True
E0026,2026-01-26,True
E0026,2026-01-28,True
E0026,2026-01-19,True
E0026,2026-01-21,True
E0026,2026-01-12,True
E0026,2026-01-14,True
E0026,2026-01-05,True
E0026,2026-01-07,True
E0026,2025-12-29,True
E0026,2025-12-31,True
E0026,2025-12-22,True
E0026,2025-12-24,True
E0026,2025-12-15,True
E0026,2025-12-17,True
E0026,2025-12-08,True
E0026,2025-12-10,True
E0026,2025-12-01,True
E0026,2025-12-03,True
E0026,2025-11-24,True
E0026,2025-11-26,True
E0026,2025-11-17,True
E0026,2025-11-19,True
E0026,2025-11-10,True
E0026,2025-11-12,True
E0027,2026-01-26,True
E0027,2026-01-28,True
E0027,2026-01-19,True
E0027,2026-01-21,True
E0027,2026-01-12,True
E0027,2026-01-14,True
E0027,2026-01-05,True
E0027,2026-01-07,True
E0027,2025-12-29,True
E0027,2025-12-31,True
E0027,2025-12-22,False
E0027,2025-12-24,True
E0027,2025-12-15,True
E0027,2025-12-17,True
E0027,2025-12-08,True
E0027,2025-12-10,True
E0027,2025-12-01,True
E0027,2025-12-03,True
E0027,2025-11-24,True
E0027,2025-11-26,True
E0027,2025-11-17,True
E0027,2025-11-19,True
E0027,2025-11-10,True
E0027,2025-11-12,True
E0028,2026-01-26,True
E0028,2026-01-28,False
E0028,2026-01-19,False
E0028,2026-01-21,False
E0028,2026-01-12,False
E0028,2026-01-14,True
E0028,2026-01-05,True
E0028,2026-01-07,False
E0028,2025-12-29,False
E0028,2025-12-31,False
E0028,2025-12-22,False
E0028,2025-12-24,True
E0028,2025-12-15,False
E0028,2025-12-17,True
E0028,2025-12-08,True
E0028,2025-12-10,False
E0028,2025-12-01,False
E0028,2025-12-03,True
E0028,2025-11-24,True
E0028,2025-11-26,False
E0028,2025-11-17,True
E0028,2025-11-19,False
E0028,2025-11-10,True
E0028,2025-11-12,False
E0029,2026-01-26,True
E0029,2026-01-28,True
E0029,2026-01-19,True
E0029,2026-01-21,True
E0029,2026-01-12,False
E0029,2026-01-14,True
E0029,2026-01-05,True
E0029,2026-01-07,True
E0029,2025-12-29,True
E0029,2025-12-31,True
E0029,2025-12-22,True
E0029,2025-12-24,True
E0029,2025-12-15,True
E0029,2025-12-17,True
E0029,2025-12-08,False
E0029,2025-12-10,True
E0029,2025-12-01,False
E0029,2025-12-03,True
E0029,2025-11-24,True
E0029,2025-11-26,False
E0029,2025-11-17,True
E0029,2025-11-19,True
E0029,2025-11-10,True
E0029,2025-11-12,True
E0030,2026-01-26,True
E0030,2026-01-28,False
E0030,2026-01-19,True
E0030,2026-01-21,True
E0030,2026-01-12,True
E0030,2026-01-14,False
E0030,2026-01-05,False
E0030,2026-01-07,False
E0030,2025-12-29,False
E0030,2025-12-31,False
E0030,2025-12-22,False
E0030,2025-12-24,False
E0030,2025-12-15,False
E0030,2025-12-17,False
E0030,2025-12-08,False
E0030,2025-12-10,True
E0030,2025-12-01,False
E0030,2025-12-03,False
E0030,2025-11-24,True
E0030,2025-11-26,False
E0030,2025-11-17,False
E0030,2025-11-19,False
E0030,2025-11-10,False
E0030,2025-11-12,False
E0031,2026-01-26,False
E0031,2026-01-28,True
E0031,2026-01-19,True
E0031,2026-01-21,True
E0031,2026-01-12,True
E0031,2026-01-14,True
E0031,2026-01-05,True
E0031,2026-01-07,True
E0031,2025-12-29,True
E0031,2025-12-31,True
E0031,2025-12-22,True
E0031,2025-12-24,True
E0031,2025-12-15,True
E0031,2025-12-17,True
E0031,2025-12-08,True
E0031,2025-12-10,True
E0031,2025-12-01,True
E0031,2025-12-03,True
E0031,2025-11-24,True
E0031,2025-11-26,True
E0031,2025-11-17,True
E0031,2025-11-19,True
E0031,2025-11-10,True
E0031,2025-11-12,True
E0032,2026-01-26,True
E0032,2026-01-28,True
E0032,2026-01-19,True
E0032,2026-01-21,True
E0032,2026-01-12,True
E0032,2026-01-14,True
E0032,2026-01-05,True
E0032,2026-01-07,True
E0032,2025-12-29,True
E0032,2025-12-31,True
E0032,2025-12-22,True
E0032,2025-12-24,True
E0032,2025-12-15,True
E0032,2025-12-17,False
E0032,2025-12-08,True
E0032,2025-12-10,True
E0032,2025-12-01,True
E0032,2025-12-03,True
E0032,2025-11-24,True
E0032,2025-11-26,True
E0032,2025-11-17,False
E0032,2025-11-19,True
E0032,2025-11-10,True
E0032,2025-11-12,False
E0033,2026-01-26,True
E0033,2026-01-28,False
E0033,2026-01-19,False
E0033,2026-01-21,False
E0033,2026-01-12,False
E0033,2026-01-14,False
E0033,2026-01-05,False
E0033,2026-01-07,False
E0033,2025-12-29,True
E0033,2025-12-31,False
E0033,2025-12-22,False
E0033,2025-12-24,True
E0033,2025-12-15,False
E0033,2025-12-17,False
E0033,2025-12-08,False
E0033,2025-12-10,False
E0033,2025-12-01,False
E0033,2025-12-03,True
E0033,2025-11-24,True
E0033,2025-11-26,False
E0033,2025-11-17,True
E0033,2025-11-19,True
E0033,2025-11-10,False
E0033,2025-11-12,False
E0034,2026-01-26,True
E0034,2026-01-28,True
E0034,2026-01-19,False
E0034,2026-01-21,False
E0034,2026-01-12,True
E0034,2026-01-14,False
E0034,2026-01-05,True
E0034,2026-01-07,True
E0034,2025-12-29,False
E0034,2025-12-31,False
E0034,2025-12-22,False
E0034,2025-12-24,False
E0034,2025-12-15,False
E0034,2025-12-17,False
E0034,2025-12-08,True
E0034,2025-12-10,False
E0034,2025-12-01,True
E0034,2025-12-03,False
E0034,2025-11-24,True
E0034,2025-11-26,False
E0034,2025-11-17,True
E0034,2025-11-19,False
E0034,2025-11-10,False
E0034,2025-11-12,False
E0035,2026-01-26,True
E0035,2026-01-28,True
E0035,2026-01-19,True
E0035,2026-01-21,True
E0035,2026-01-12,True
E0035,2026-01-14,True
E0035,2026-01-05,True
E0035,2026-01-07,True
E0035,2025-12-29,True
E0035,2025-12-31,True
E0035,2025-12-22,True
E0035,2025-12-24,True
E0035,2025-12-15,True
E0035,2025-12-17,True
E0035,2025-12-08,True
E0035,2025-12-10,True
E0035,2025-12-01,True
E0035,2025-12-03,True
E0035,2025-11-24,False
E0035,2025-11-26,True
E0035,2025-11-17,True
E0035,2025-11-19,True
E0035,2025-11-10,True
E0035,2025-11-12,True
E0036,2026-01-26,True
E0036,2026-01-28,True
E0036,2026-01-19,True
E0036,2026-01-21,True
E0036,2026-01-12,True
E0036,2026-01-14,True
E0036,2026-01-05,True
E0036,2026-01-07,True
E0036,2025-12-29,True
E0036,2025-12-31,True
E0036,2025-12-22,True
E0036,2025-12-24,True
E0036,2025-12-15,True
E0036,2025-12-17,True
E0036,2025-12-08,True
E0036,2025-12-10,True
E0036,2025-12-01,True
E0036,2025-12-03,True
E0036,2025-11-24,True
E0036,2025-11-26,True
E0036,2025-11-17,True
E0036,2025-11-19,True
E0036,2025-11-10,True
E0036,2025-11-12,True
E0037,2026-01-26,True
E0037,2026-01-28,True
E0037,2026-01-19,True
E0037,2026-01-21,True
E0037,2026-01-12,True
E0037,2026-01-14,True
E0037,2026-01-05,True
E0037,2026-01-07,True
E0037,2025-12-29,True
E0037,2025-12-31,True
E0037,2025-12-22,True
E0037,2025-12-24,True
E0037,2025-12-15,True
E0037,2025-12-17,True
E0037,2025-12-08,True
E0037,2025-12-10,True
E0037,2025-12-01,False
E0037,2025-12-03,True
E0037,2025-11-24,True
E0037,2025-11-26,True
E0037,2025-11-17,True
E0037,2025-11-19,True
E0037,2025-11-10,True
E0037,2025-11-12,True
E0038,2026-01-26,True
E0038,2026-01-28,True
E0038,2026-01-19,True
E0038,2026-01-21,True
E0038,2026-01-12,True
E0038,2026-01-14,True
E0038,2026-01-05,False
E0038,2026-01-07,True
E0038,2025-12-29,True
E0038,2025-12-31,True
E0038,2025-12-22,True
E0038,2025-12-24,True
E0038,2025-12-15,True
E0038,2025-12-17,True
E0038,2025-12-08,True
E0038,2025-12-10,True
E0038,2025-12-01,True
E0038,2025-12-03,True
E0038,2025-11-24,True
E0038,2025-11-26,True
E0038,2025-11-17,True
E0038,2025-11-19,True
E0038,2025-11-10,True
E0038,2025-11-12,True
E0039,2026-01-26,True
E0039,2026-01-28,True
E0039,2026-01-19,True
E0039,2026-01-21,True
E0039,2026-01-12,True
E0039,2026-01-14,True
E0039,2026-01-05,True
E0039,2026-01-07,True
E0039,2025-12-29,True
E0039,2025-12-31,True
E0039,2025-12-22,True
E0039,2025-12-24,True
E0039,2025-12-15,True
E0039,2025-12-17,True
E0039,2025-12-08,True
E0039,2025-12-10,True
E0039,2025-12-01,True
E0039,2025-12-03,True
E0039,2025-11-24,True
E0039,2025-11-26,True
E0039,2025-11-17,False
E0039,2025-11-19,True
E0039,2025-11-10,True
E0039,2025-11-12,True
E0040,2026-01-26,True
E0040,2026-01-28,True
E0040,2026-01-19,True
E0040,2026-01-21,True
E0040,2026-01-12,True
E0040,2026-01-14,True
E0040,2026-01-05,True
E0040,2026-01-07,True
E0040,2025-12-29,True
E0040,2025-12-31,True
E0040,2025-12-22,True
E0040,2025-12-24,True
E0040,2025-12-15,True
E0040,2025-12-17,True
E0040,2025-12-08,True
E0040,2025-12-10,True
E0040,2025-12-01,True
E0040,2025-12-03,True
E0040,2025-11-24,True
E0040,2025-11-26,True
E0040,2025-11-17,True
E0040,2025-11-19,True
E0040,2025-11-10,False
E0040,2025-11-12,True
E0041,2026-01-26,True
E0041,2026-01-28,True
E0041,2026-01-19,True
E0041,2026-01-21,True
E0041,2026-01-12,True
E0041,2026-01-14,True
E0041,2026-01-05,True
E0041,2026-01-07,True
E0041,2025-12-29,True
E0041,2025-12-31,True
E0041,2025-12-22,False
E0041,2025-12-24,False
E0041,2025-12-15,True
E0041,2025-12-17,True
E0041,2025-12-08,False
E0041,2025-12-10,True
E0041,2025-12-01,True
E0041,2025-12-03,True
E0041,2025-11-24,True
E0041,2025-11-26,True
E0041,2025-11-17,True
E0041,2025-11-19,False
E0041,2025-11-10,False
E0041,2025-11-12,False
E0042,2026-01-26,True
E0042,2026-01-28,True
E0042,2026-01-19,True
E0042,2026-01-21,True
E0042,2026-01-12,True
E0042,2026-01-14,True
E0042,2026-01-05,True
E0042,2026-01-07,True
E0042,2025-12-29,True
E0042,2025-12-31,True
E0042,2025-12-22,True
E0042,2025-12-24,True
E0042,2025-12-15,True
E0042,2025-12-17,True
E0042,2025-12-08,True
E0042,2025-12-10,True
E0042,2025-12-01,True
E0042,2025-12-03,True
E0042,2025-11-24,True
E0042,2025-11-26,True
E0042,2025-11-17,True
E0042,2025-11-19,True
E0042,2025-11-10,True
E0042,2025-11-12,True
E0043,2026-01-26,False
E0043,2026-01-28,False
E0043,2026-01-19,False
E0043,2026-01-21,False
E0043,2026-01-12,False
E0043,2026-01-14,False
E0043,2026-01-05,False
E0043,2026-01-07,False
E0043,2025-12-29,False
E0043,2025-12-31,False
E0043,2025-12-22,False
E0043,2025-12-24,False
E0043,2025-12-15,False
E0043,2025-12-17,False
E0043,2025-12-08,False
E0043,2025-12-10,True
E0043,2025-12-01,True
E0043,2025-12-03,False
E0043,2025-11-24,True
E0043,2025-11-26,True
E0043,2025-11-17,True
E0043,2025-11-19,True
E0043,2025-11-10,True
E0043,2025-11-12,False
E0044,2026-01-26,True
E0044,2026-01-28,True
E0044,2026-01-19,True
E0044,2026-01-21,False
E0044,2026-01-12,True
E0044,2026-01-14,True
E0044,2026-01-05,True
E0044,2026-01-07,True
E0044,2025-12-29,False
E0044,2025-12-31,True
E0044,2025-12-22,True
E0044,2025-12-24,True
E0044,2025-12-15,False
E0044,2025-12-17,True
E0044,2025-12-08,False
E0044,2025-12-10,True
E0044,2025-12-01,True
E0044,2025-12-03,True
E0044,2025-11-24,True
E0044,2025-11-26,True
E0044,2025-11-17,True
E0044,2025-11-19,True
E0044,2025-11-10,True
E0044,2025-11-12,True
E0045,2026-01-26,False
E0045,2026-01-28,True
E0045,2026-01-19,False
E0045,2026-01-21,False
E0045,2026-01-12,True
E0045,2026-01-14,True
E0045,2026-01-05,True
E0045,2026-01-07,True
E0045,2025-12-29,True
E0045,2025-12-31,True
E0045,2025-12-22,True
E0045,2025-12-24,True
E0045,2025-12-15,True
E0045,2025-12-17,True
E0045,2025-12-08,True
E0045,2025-12-10,True
E0045,2025-12-01,True
E0045,2025-12-03,True
E0045,2025-11-24,True
